Title,Jurisdictions,Document type,Document file
"In re Transcontinental Gas Pipe Line Company, LLC",US,request for rehearing,https://climatecasechart.com/wp-content/uploads/case-documents/2017/20170210_docket-CP15-138_request-for-rehearing.pdf
"In re Transcontinental Gas Pipe Line Company, LLC",US,request for rehearing,https://climatecasechart.com/wp-content/uploads/case-documents/2017/20170224_docket-CP15-138_request-for-rehearing.pdf
"Center for Biological Diversity, Notice of Violations for Hilcorp’s Pipeline Leak in the Cook Inlet, Alaska",US,notice of intent to sue,https://climatecasechart.com/wp-content/uploads/case-documents/2017/20170227_docket-na_notice-of-intent-to-sue.pdf
Sierra Club v. EPA,US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130906_docket-13-73124_petition-for-review-1.pdf
Sierra Club v. EPA,US,stipulation,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150123_docket-13-73124_stipulation.pdf
"South Dearborn Environmental Improvement Association, Inc. v. Department of Environmental Quality",US,opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160712_docket-326485_opinion.pdf
"In re Footprint Power Salem Harbor Development, LP",US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140303_docket-PSD-14-02_petition-for-review-1.pdf
"In re Footprint Power Salem Harbor Development, LP",US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140317_docket-PSD-14-02_petition-for-review-1.pdf
"In re Footprint Power Salem Harbor Development, LP",US,order denying petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140902_docket-PSD-14-02_order-denying-petition-for-review-1.pdf
Center for Biological Diversity v. Kempthorne,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2017/20170213_docket-07-cv-0894_complaint.pdf
Center for Biological Diversity v. Kempthorne,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2007/20070712_docket-07-cv-0894_order-1.pdf
Center for Biological Diversity v. Kempthorne,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20080422_docket-07-cv-00141_order.pdf
Center for Biological Diversity v. Kempthorne,US,opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2009/20091202_docket-08-35402_opinion.pdf
Blades v. California,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2011/20110504_docket-CGC-11-510725_complaint.pdf
Blades v. California,US,notice of voluntary dismissal,
Colorado River Indian Tribes v. Department of Interior,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20141204_docket-514-cv-02504_complaint-1.pdf
Colorado River Indian Tribes v. Department of Interior,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150611_docket-514-cv-02504_order-1.pdf
Colorado River Indian Tribes v. Department of Interior,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150716_docket-514-cv-02504_order-1.pdf
Mann v. Simberg,US,verdict,https://climatecasechart.com/wp-content/uploads/case-documents/2024/20240208_docket-2012-CA-008263-B_verdict.pdf
Mann v. Simberg,US,na,
Mann v. Simberg,US,motion for summary judgment,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210122_docket-2012-CA-008263-B_motion-for-summary-judgment-4.pdf
Mann v. Simberg,US,motion for summary judgment,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210122_docket-2012-CA-008263-B_motion-for-summary-judgment.pdf
Mann v. Simberg,US,motion for summary judgment,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210122_docket-2012-CA-008263-B_motion-for-summary-judgment-1.pdf
Mann v. Simberg,US,memorandum,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210122_docket-2012-CA-008263-B_memorandum-1.pdf
Mann v. Simberg,US,motion for summary judgment,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210122_docket-2012-CA-008263-B_motion-for-summary-judgment-2.pdf
Mann v. Simberg,US,memorandum,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210122_docket-2012-CA-008263-B_memorandum-2.pdf
Mann v. Simberg,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210722_docket-2012-CA-008263-B_order-1.pdf
Mann v. Simberg,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210722_docket-2012-CA-008263-B_order-2.pdf
Mann v. Simberg,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190829_docket-2012-CA-008263-B_order.pdf
Mann v. Simberg,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2012/20121024_docket-2012-CA-008263-B_complaint-1.pdf
Mann v. Simberg,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130719_docket-2012-CA-008263-B_order.pdf
Mann v. Simberg,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130719_docket-2012-CA-008263-B_order-1.pdf
Mann v. Simberg,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130830_docket-2012-CA-008263-B_order-1.pdf
Mann v. Simberg,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130912_docket-2012-CA-008263-B_order.pdf
Mann v. Simberg,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130920_docket-2012-CA-008263-B_order.pdf
Mann v. Simberg,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140122_docket-2012-CA-008263-B_order.pdf
Mann v. Simberg,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130628_docket-2012-CA-008263-B_complaint.pdf
Steyn v. Mann,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20131219_docket-13-CV-1043-13-CV-1044_order-1.pdf
Reyes v. EPA,US,report and recommendation,https://climatecasechart.com/wp-content/uploads/case-documents/2012/20120925_docket-110-cv-02030_report-and-recommendation.pdf
Reyes v. EPA,US,memorandum opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130930_docket-110-cv-02030_memorandum-opinion.pdf
Reyes v. EPA,US,memorandum opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140613_docket-110-cv-02030_memorandum-opinion-1.pdf
Wegman v. Mashey,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140310_docket-2014-03296_complaint.pdf
Wegman v. Mashey,US,notice,
Wegman v. Mashey,US,notice of voluntary dismissal,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150430_docket-115-cv-00486_notice-of-voluntary-dismissal.pdf
Commonwealth of Massachusetts v. Ward,US,press release,nan
"Shell Offshore Inc. v. Greenpeace, Inc.",US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150407_docket-315-cv-00054-SLG_complaint.pdf
"Shell Offshore Inc. v. Greenpeace, Inc.",US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150411_docket-315-cv-00054-SLG_order.pdf
"Shell Offshore Inc. v. Greenpeace, Inc.",US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150508_docket-315-cv-00054-SLG_order.pdf
"Shell Offshore Inc. v. Greenpeace, Inc.",US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150612_docket-315-cv-00054-SLG_order.pdf
"Shell Offshore Inc. v. Greenpeace, Inc.",US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150730_docket-315-cv-00054-SLG_order.pdf
Conservation Law Foundation v. McCarthy,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2011/20110919_docket-111-cv-11657_complaint-1.pdf
Conservation Law Foundation v. McCarthy,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2012/20120910_docket-111-cv-11657_complaint-1.pdf
Conservation Law Foundation v. McCarthy,US,memorandum,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130823_docket-111-cv-11657_memorandum-1.pdf
Conservation Law Foundation v. McCarthy,US,na,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130927_docket-111-cv-11657_na-1.pdf
Conservation Law Foundation v. McCarthy,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140128_docket-111-cv-11657_order-1.pdf
Conservation Law Foundation v. McCarthy,US,settlement agreement,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20141117_docket-111-cv-11657_settlement-agreement.pdf
Conservation Law Foundation v. EPA,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20131024_docket-113-cv-12704-MLW_complaint-1.pdf
Conservation Law Foundation v. EPA,US,settlement agreement,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20141117_docket-113-cv-12704-MLW_settlement-agreement.pdf
Conservation Law Foundation v. EPA,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2010/20100824_docket-10-cv-11455-MLW_complaint.pdf
Conservation Law Foundation v. EPA,US,memorandum,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130829_docket-10-cv-11455-MLW_memorandum.pdf
Conservation Law Foundation v. EPA,US,settlement agreement,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20141117_docket-10-cv-11455-MLW_settlement-agreement.pdf
United States v. Miami-Dade County,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2012/20121213_docket-112-cv-24400-FAM_complaint.pdf
United States v. Miami-Dade County,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130123_docket-112-cv-24400-FAM_motion-to-intervene.pdf
United States v. Miami-Dade County,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130514_docket-112-cv-24400-FAM_order.pdf
United States v. Miami-Dade County,US,consent decree,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130606_docket-112-cv-24400-FAM_consent-decree.pdf
United States v. Miami-Dade County,US,Federal Register notice,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130612_docket-112-cv-24400-FAM_Federal-Register-notice.pdf
United States v. Miami-Dade County,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130625_docket-112-cv-24400-FAM_complaint.pdf
United States v. Miami-Dade County,US,declaration,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130625_docket-112-cv-24400-FAM_declaration.pdf
United States v. Miami-Dade County,US,notice,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140307_docket-112-cv-24400-FAM_notice-1.pdf
United States v. Miami-Dade County,US,na,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140321_docket-112-cv-24400-FAM_na-1.pdf
United States v. Miami-Dade County,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140410_docket-112-cv-24400-FAM_order-3.pdf
United States v. Miami-Dade County,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140410_docket-112-cv-24400-FAM_order.pdf
United States v. Miami-Dade County,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140410_docket-112-cv-24400-FAM_order-1.pdf
United States v. Miami-Dade County,US,consent decree,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140421_docket-112-cv-24400-FAM_consent-decree-1.pdf
United States v. Miami-Dade County,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140508_docket-112-cv-24400-FAM_order-1.pdf
Borough of Harvey Cedars v. Karan,US,opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130708_docket-A-120-11_opinion.pdf
Petrozzi v. City of Ocean City,US,opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20131028_docket-A-1633-11T4-A-1677-11T4_opinion.pdf
Petrozzi v. City of Ocean City,US,order,nan
Mississippi Insurance Department v. U.S. Department of Homeland Security,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130926_docket-113-cv-379-LG-JMR_complaint.pdf
Mississippi Insurance Department v. U.S. Department of Homeland Security,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20131007_docket-113-cv-379-LG-JMR_complaint.pdf
Mississippi Insurance Department v. U.S. Department of Homeland Security,US,amicus brief,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20131112_docket-113-cv-379-LG-JMR_amicus-brief.pdf
Mississippi Insurance Department v. U.S. Department of Homeland Security,US,amicus brief,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20131118_docket-113-cv-379-LG-JMR_amicus-brief.pdf
Mississippi Insurance Department v. U.S. Department of Homeland Security,US,amicus brief,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20131114_docket-113-cv-379-LG-JMR_amicus-brief.pdf
Mississippi Insurance Department v. U.S. Department of Homeland Security,US,amicus motion,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20131101_docket-113-cv-379-LG-JMR_amicus-motion.pdf
Mississippi Insurance Department v. U.S. Department of Homeland Security,US,motion to dismiss,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20131118_docket-113-cv-379-LG-JMR_motion-to-dismiss-1.pdf
Mississippi Insurance Department v. U.S. Department of Homeland Security,US,brief,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20131118_docket-113-cv-379-LG-JMR_brief-1.pdf
Mississippi Insurance Department v. U.S. Department of Homeland Security,US,notice of voluntary dismissal,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140414_docket-113-cv-379-LG-JMR_notice-of-voluntary-dismissal-1.pdf
Illinois Farmers Insurance Co. v. Metropolitan Water Reclamation District of Greater Chicago,US,notice,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140502_docket-14-CV-03251_notice.pdf
Illinois Farmers Insurance Co. v. Metropolitan Water Reclamation District of Greater Chicago,US,notice,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140603_docket-14-CV-03251_notice.pdf
Illinois Farmers Insurance Co. v. Metropolitan Water Reclamation District of Greater Chicago,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140416_docket-2014CH06608_complaint.pdf
Illinois Farmers Insurance Co. v. County of DuPage,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140417_docket-2014L00385_complaint.pdf
Illinois Farmers Insurance Co. v. County of Lake,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140417_docket-14L-281_complaint.pdf
Illinois Farmers Insurance Co. v. County of McHenry,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140417_docket-2014-L-A-116_complaint.pdf
Illinois Farmers Insurance Co. v. County of McHenry,US,notice,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140506_docket-114-cv-03282-_notice.pdf
Illinois Farmers Insurance Co. v. County of Will,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140417_docket-14L-00314_complaint.pdf
"Residents for Sane Trash Solutions, Inc. v. United States Army Corps of Engineers",US,opinion and order,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140710_docket-12-Civ.-8456-PAC_opinion-and-order.pdf
Borough of Harvey Cedars v. Groisser,US,na,nan
Wohl v. City of New York,US,opinion,nan
Carolan v. Township of Long Beach,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20141105_docket-OCN-L-003379-14_complaint.pdf
"Margate City, New Jersey v. United States Army Corps of Engineers",US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20141124_docket-14-cv-7303_complaint.pdf
"Margate City, New Jersey v. United States Army Corps of Engineers",US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20141202_docket-14-cv-7303_complaint.pdf
"Margate City, New Jersey v. United States Army Corps of Engineers",US,opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150115_docket-14-cv-7303_opinion.pdf
"Tzakis v. Berger Excavating Contractors, Inc.",US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2012/20120113_docket-09-CH-6159-10-CH-38809-11-CH-29586-13-CH-10423_complaint.pdf
"Tzakis v. Berger Excavating Contractors, Inc.",US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150403_docket-09-CH-6159-10-CH-38809-11-CH-29586-13-CH-10423_order.pdf
Emerick v. Town of Glastonbury,US,memorandum of decision,nan
In re Katrina Canal Breaches Litigation,US,opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150528_docket-14-30060-14-30136_opinion.pdf
United States v. Metropolitan Water Reclamation District of Greater Chicago,US,opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150709_docket-14-1776-14-1777_opinion.pdf
United States v. Metropolitan Water Reclamation District of Greater Chicago,US,response,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130905_docket-11-C-8859-_response.pdf
United States v. Metropolitan Water Reclamation District of Greater Chicago,US,response,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130905_docket-11-C-8859-_response-1.pdf
United States v. Metropolitan Water Reclamation District of Greater Chicago,US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130607_docket-11-C-8859-_motion.pdf
United States v. Metropolitan Water Reclamation District of Greater Chicago,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2012/20120821_docket-11-C-8859-_complaint.pdf
United States v. Metropolitan Water Reclamation District of Greater Chicago,US,consent decree,https://climatecasechart.com/wp-content/uploads/case-documents/2011/20111214_docket-11-C-8859-_consent-decree.pdf
United States v. Metropolitan Water Reclamation District of Greater Chicago,US,memorandum opinion and order,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140106_docket-11-C-8859-_memorandum-opinion-and-order.pdf
Center for Biological Diversity v. Kempthorne,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20081204_docket-08-cv-1339_order.pdf
Center for Biological Diversity v. Kempthorne,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20081118_docket-08-cv-1339_order.pdf
Center for Biological Diversity v. Kempthorne,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20081010_docket-08-cv-1339_order.pdf
Center for Biological Diversity v. Kempthorne,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20081009_docket-08-cv-1339_motion-to-intervene.pdf
Center for Biological Diversity v. Kempthorne,US,settlement agreement,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20081007_docket-08-cv-1339_settlement-agreement-1.pdf
Center for Biological Diversity v. Kempthorne,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20081020_docket-08-cv-1339_order.pdf
Center for Biological Diversity v. Kempthorne,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20081002_docket-08-cv-1339_order-1.pdf
Center for Biological Diversity v. Kempthorne,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20081002_docket-08-cv-1339_order.pdf
Center for Biological Diversity v. Kempthorne,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20080813_docket-08-cv-1339_order.pdf
Center for Biological Diversity v. Kempthorne,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20080617_docket-08-cv-1339_order.pdf
Center for Biological Diversity v. Kempthorne,US,complaint,
Center for Biological Diversity v. Kempthorne,US,complaint,
Center for Biological Diversity v. Kempthorne,US,order,
Center for Biological Diversity v. Kempthorne,US,notice of intent to sue,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20080109_docket-08-cv-1339_notice-of-intent-to-sue-1.pdf
Center for Biological Diversity v. Kempthorne,US,Federal Register notice,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20080515_docket-08-cv-1339_Federal-Register-notice-1.pdf
Center for Biological Diversity v. Norton,US,petition for rulemaking,https://climatecasechart.com/wp-content/uploads/case-documents/2005/20050216_docket-05-cv-5191_petition-for-rulemaking-1.pdf
Center for Biological Diversity v. Norton,US,complaint,
Center for Biological Diversity v. Norton,US,settlement agreement,
Center for Biological Diversity v. Norton,US,Federal Register notice,https://climatecasechart.com/wp-content/uploads/case-documents/2007/20070109_docket-05-cv-5191_Federal-Register-notice.pdf
California Cattlemen's Association v. Kempthorne,US,memorandum,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20081125_docket-108-cv-01689_memorandum-1.pdf
California Cattlemen's Association v. Kempthorne,US,motion to dismiss,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20081125_docket-108-cv-01689_motion-to-dismiss-1.pdf
California Cattlemen's Association v. Kempthorne,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20081002_docket-108-cv-01689_complaint-1.pdf
California Cattlemen's Association v. Kempthorne,US,notice of intent to sue,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20080723_docket-108-cv-01689_notice-of-intent-to-sue-1.pdf
In re Polar Bear Endangered Species Act Listing and § 4(d) Rule Litigation,US,memorandum opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2011/20111017_docket-Misc.-Action-No.-08-0764-EGS-MDL-Docket-No.-1993_memorandum-opinion-1.pdf
In re Polar Bear Endangered Species Act Listing and § 4(d) Rule Litigation,US,memorandum opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2011/20111017_docket-Misc.-Action-No.-08-0764-EGS-MDL-Docket-No.-1993_memorandum-opinion-2.pdf
In re Polar Bear Endangered Species Act Listing and § 4(d) Rule Litigation,US,memorandum opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2011/20110630_docket-Misc.-Action-No.-08-0764-EGS-MDL-Docket-No.-1993_memorandum-opinion-1.pdf
In re Polar Bear Endangered Species Act Listing and § 4(d) Rule Litigation,US,memorandum opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2010/20101104_docket-Misc.-Action-No.-08-0764-EGS-MDL-Docket-No.-1993_memorandum-opinion.pdf
In re Polar Bear Endangered Species Act Listing and § 4(d) Rule Litigation,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20081212_docket-Misc.-Action-No.-08-0764-EGS-MDL-Docket-No.-1993_order.pdf
State of Alaska v. Kempthorne,US,complaint,nan
American Petroleum Institute v. Kempthorne,US,complaint,nan
State of Alaska v. Salazar,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2011/20110309_docket-311-cv-00036_complaint.pdf
Arctic Slope Regional Corp. v. Salazar,US,complaint,nan
In re Polar Bear Endangered Species Act Listing and Section 4(d) Rule Litigation,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130429_docket-11-5219_order.pdf
In re Polar Bear Endangered Species Act Listing and Section 4(d) Rule Litigation,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130429_docket-11-5219_order-1.pdf
In re Polar Bear Endangered Species Act Listing and Section 4(d) Rule Litigation,US,opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130301_docket-11-5219_opinion.pdf
Safari Club International v. Jewell,US,order list,
Safari Club International v. Jewell,US,petition for writ of certiorari,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130729_docket-13-142_petition-for-writ-of-certiorari.pdf
Notice of Intent to Sue for Failure to Issue Polar Bear Status Review and Recovery Plan,US,notice of intent to sue,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130515_docket-na_notice-of-intent-to-sue.pdf
Safari Club International v. Kempthorne,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20080523_docket-108-cv-00881-EGS_complaint.pdf
Safari Club International v. Kempthorne,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20080908_docket-108-cv-01550_complaint-1.pdf
In re Polar Bear Endangered Species Act Listing and Section 4(d) Rule Litigation,US,opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130618_docket-11-5353_opinion.pdf
Notice of Intent to Sue Over Failure to Make a 90-Day Finding on the Petition to List the Ribbon Seal under the Endangered Species Act,US,notice of intent to sue,https://climatecasechart.com/wp-content/uploads/case-documents/2008/20080321_docket-na_notice-of-intent-to-sue.pdf
Notice of Intent to Sue Over Failure to Make a 90-Day Finding on the Petition to List the Ribbon Seal under the Endangered Species Act,US,petition for rulemaking,https://climatecasechart.com/wp-content/uploads/case-documents/2007/20071220_docket-na_petition-for-rulemaking.pdf
Center for Biological Diversity v. Lubchenco,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2010/20101221_docket-309-cv-04087_order.pdf
Center for Biological Diversity v. Lubchenco,US,order,
Center for Biological Diversity v. Lubchenco,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2009/20090903_docket-309-cv-04087_complaint-1.pdf
Center for Biological Diversity v. Jewell,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20141013_docket-914-cv-00247_complaint-1.pdf
Conservancy of Southwest Florida v. U.S. Fish &amp; Wildlife Service,US,opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2012/20120418_docket-11-11915_opinion.pdf
Colorado River Cutthroat Trout v. Salazar,US,opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2012/20121016_docket-109-cv-02233_opinion.pdf
Petition for Rulemaking for Endangered Species and Global Warming Initiative,US,petition for rulemaking,https://climatecasechart.com/wp-content/uploads/case-documents/2007/20070201_docket-na_petition-for-rulemaking.pdf
Center for Biological Diversity v. Kempthorne,US,stipulation,https://climatecasechart.com/wp-content/uploads/case-documents/2009/20090515_docket-109-cv-00090_stipulation.pdf
Center for Biological Diversity v. Kempthorne,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2009/20090115_docket-109-cv-00090_complaint-1.pdf
Center for Biological Diversity v. Jewell,US,settlement agreement,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130923_docket-113-cv-00975_settlement-agreement-1.pdf
Center for Biological Diversity v. Jewell,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2013/20130627_docket-113-cv-00975_complaint-1.pdf
Center for Biological Diversity v. Kempthorne,US,settlement agreement,
Center for Biological Diversity v. Kempthorne,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2007/20071219_docket-07-cv-6406_complaint.pdf
Center for Biological Diversity v. Jewell,US,settlement agreement,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140922_docket-114-cv-00991_settlement-agreement.pdf
Center for Biological Diversity v. Jewell,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140610_docket-114-cv-00991_complaint-1.pdf
Center for Biological Diversity v. Jewell,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140617_docket-14-cv-1021_complaint.pdf
Center for Biological Diversity v. Jewell,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20141105_docket-12-cv-02296_order.pdf
Center for Biological Diversity v. U.S. Fish &amp; Wildlife Service,US,order,
Center for Biological Diversity v. U.S. Fish &amp; Wildlife Service,US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150120_docket-115-cv-00130_petition-for-review.pdf
Center for Biological Diversity v. U.S. Fish &amp; Wildlife Service,US,notice of intent to sue,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20141120_docket-115-cv-00130_notice-of-intent-to-sue.pdf
League of Wilderness Defenders/Blue Mountains Biodiversity Project v. Connaughton,US,opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20140508_docket-13-35653_opinion.pdf
Alliance of Automobile Manufacturers v. EPA,US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2017/20170313_docket-17-1086_petition-for-review.pdf
Alliance of Automobile Manufacturers v. EPA,US,motion to dismiss,https://climatecasechart.com/wp-content/uploads/case-documents/2017/20170320_docket-17-1086_motion-to-dismiss.pdf
Alliance of Automobile Manufacturers v. EPA,US,Federal Register notice,https://climatecasechart.com/wp-content/uploads/case-documents/2017/20170322_docket-17-1086_Federal-Register-notice.pdf
"PAWS Holdings, LLC v. Daikin Industries, Ltd.",US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2017/20170222_docket-CV-116-058_order-1.pdf
"PAWS Holdings, LLC v. Daikin Industries, Ltd.",US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160516_docket-CV-116-058_complaint-1.pdf
Funk v. Wolf,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2017/20170328_docket-88-MAP-2016_order.pdf
