Title,Jurisdictions,Document type,Document file
American Lung Association v. EPA,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200131_docket-19-1140_order.pdf
American Lung Association v. EPA,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191118_docket-19-1140_order.pdf
American Lung Association v. EPA,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191122_docket-19-1140_order.pdf
American Lung Association v. EPA,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191119_docket-19-1140_order.pdf
American Lung Association v. EPA,US,notice,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191120_docket-19-1140_notice.pdf
American Lung Association v. EPA,US,notice,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191122_docket-19-1140_notice.pdf
American Lung Association v. EPA,US,opposition,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191007_docket-19-1140_opposition.pdf
American Lung Association v. EPA,US,statement of issues,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191007_docket-19-1140_statement-of-issues-1.pdf
American Lung Association v. EPA,US,reply,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191011_docket-19-1140_reply.pdf
American Lung Association v. EPA,US,reply,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191011_docket-19-1140_reply-2.pdf
American Lung Association v. EPA,US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191007_docket-19-1140_motion.pdf
American Lung Association v. EPA,US,notice,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191016_docket-19-1140_notice.pdf
American Lung Association v. EPA,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191007_docket-19-1140_motion-to-intervene-1.pdf
American Lung Association v. EPA,US,notice,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191030_docket-19-1140_notice.pdf
American Lung Association v. EPA,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191007_docket-19-1140_motion-to-intervene-2.pdf
American Lung Association v. EPA,US,opposition,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191007_docket-19-1140_opposition-2.pdf
American Lung Association v. EPA,US,opposition,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191004_docket-19-1140_opposition-2.pdf
American Lung Association v. EPA,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191004_docket-19-1140_motion-to-intervene-2.pdf
American Lung Association v. EPA,US,opposition,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191004_docket-19-1140_opposition.pdf
American Lung Association v. EPA,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191004_docket-19-1140_motion-to-intervene-1.pdf
American Lung Association v. EPA,US,memorandum,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190930_docket-19-1140_memorandum.pdf
American Lung Association v. EPA,US,opposition,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190910_docket-19-1140_opposition.pdf
American Lung Association v. EPA,US,reply,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190916_docket-19-1140_reply.pdf
American Lung Association v. EPA,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190910_docket-19-1140_motion-to-intervene-1.pdf
American Lung Association v. EPA,US,opposition,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190909_docket-19-1140_opposition.pdf
American Lung Association v. EPA,US,opposition,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190909_docket-19-1140_opposition-2.pdf
American Lung Association v. EPA,US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190925_docket-19-1140_motion.pdf
American Lung Association v. EPA,US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190920_docket-19-1140_motion.pdf
American Lung Association v. EPA,US,response,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190909_docket-19-1140_response.pdf
American Lung Association v. EPA,US,response,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190930_docket-19-1140_response.pdf
American Lung Association v. EPA,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190906_docket-19-1140_motion-to-intervene-1.pdf
American Lung Association v. EPA,US,opposition,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190919_docket-19-1140_opposition.pdf
American Lung Association v. EPA,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190911_docket-19-1140_order.pdf
American Lung Association v. EPA,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190912_docket-19-1140_motion-to-intervene-1.pdf
American Lung Association v. EPA,US,opposition,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190930_docket-19-1140_opposition.pdf
American Lung Association v. EPA,US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190828_docket-19-1140_motion.pdf
American Lung Association v. EPA,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190807_docket-19-1140_motion-to-intervene-2.pdf
American Lung Association v. EPA,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190806_docket-19-1140_motion-to-intervene.pdf
American Lung Association v. EPA,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190801_docket-19-1140_motion-to-intervene.pdf
American Lung Association v. EPA,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190807_docket-19-1140_motion-to-intervene-3.pdf
American Lung Association v. EPA,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190807_docket-19-1140_motion-to-intervene-4.pdf
American Lung Association v. EPA,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190807_docket-19-1140_motion-to-intervene.pdf
American Lung Association v. EPA,US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190708_docket-19-1140_petition-for-review-1.pdf
American Lung Association v. EPA,US,letter,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200910_docket-19-1140_letter.pdf
Center for Biological Diversity v. Bernhardt,US,minute order,
Center for Biological Diversity v. Bernhardt,US,settlement agreement,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200219_docket-119-cv-02282_settlement-agreement-1.pdf
Center for Biological Diversity v. Bernhardt,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190731_docket-119-cv-02282_complaint.pdf
Jensen v. Town of Fraser,US,stipulation,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191120_docket-119-cv-02131_stipulation.pdf
Jensen v. Town of Fraser,US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190725_docket-119-cv-02131_motion-1.pdf
Jensen v. Town of Fraser,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190725_docket-119-cv-02131_complaint.pdf
Center for Biological Diversity v. Suazo,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190715_docket-319-cv-08204_complaint.pdf
Center for Biological Diversity v. U.S. Fish &amp; Wildlife Service,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190712_docket-419-cv-00354_complaint.pdf
Center for Biological Diversity v. Bernhardt,US,notice of voluntary dismissal,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191029_docket-219-cv-00265_notice-of-voluntary-dismissal.pdf
Center for Biological Diversity v. Bernhardt,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190710_docket-219-cv-00265_complaint-1.pdf
WildEarth Guardians v. Bernhardt,US,notice of appeal,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200107_docket-119-cv-01920_notice-of-appeal.pdf
WildEarth Guardians v. Bernhardt,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191108_docket-119-cv-01920_order-1.pdf
WildEarth Guardians v. Bernhardt,US,response,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191107_docket-119-cv-01920_response-1.pdf
WildEarth Guardians v. Bernhardt,US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191030_docket-119-cv-01920_motion-1.pdf
WildEarth Guardians v. Bernhardt,US,reply,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190920_docket-119-cv-01920_reply.pdf
WildEarth Guardians v. Bernhardt,US,brief,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190906_docket-119-cv-01920_brief.pdf
WildEarth Guardians v. Bernhardt,US,opposition,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190906_docket-119-cv-01920_opposition.pdf
WildEarth Guardians v. Bernhardt,US,brief,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190819_docket-119-cv-01920_brief.pdf
WildEarth Guardians v. Bernhardt,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190702_docket-119-cv-01920_complaint-1.pdf
WildEarth Guardians v. Bernhardt,US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190702_docket-119-cv-01920_motion-1.pdf
Center for Biological Diversity v. Ross,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190613_docket-319-cv-00165_complaint.pdf
California v. U.S. Department of Transportation,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190521_docket-319-cv-02754_complaint.pdf
Center for Biological Diversity v. County of Los Angeles,US,judgment,https://climatecasechart.com/wp-content/uploads/case-documents/2023/20230322_docket-19STCP02100_judgment.pdf
Center for Biological Diversity v. County of Los Angeles,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210405_docket-19STCP02100_order.pdf
Center for Biological Diversity v. County of Los Angeles,US,petition for writ of mandate,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190528_docket-19STCP02100_petition-for-writ-of-mandate-1.pdf
In re Exxon Mobil Corp. Derivative Litigation,US,opinion and order,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200915_docket-319-cv-16380_opinion-and-order-1.pdf
In re Exxon Mobil Corp. Derivative Litigation,US,reply,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200526_docket-319-cv-16380_reply.pdf
In re Exxon Mobil Corp. Derivative Litigation,US,opposition,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200518_docket-319-cv-16380_opposition-1.pdf
In re Exxon Mobil Corp. Derivative Litigation,US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200427_docket-319-cv-16380_motion-1.pdf
In re Exxon Mobil Corp. Derivative Litigation,US,stipulation,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200326_docket-319-cv-16380_stipulation.pdf
In re Exxon Mobil Corp. Derivative Litigation,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190806_docket-319-cv-16380_complaint.pdf
New York v. EPA,US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190813_docket-19-1165_petition-for-review-1.pdf
Appalachian Mountain Club v. EPA,US,statement of issues,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191007_docket-19-1166_statement-of-issues.pdf
Appalachian Mountain Club v. EPA,US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190814_docket-19-1166_petition-for-review-1.pdf
Chesapeake Bay Foundation v. EPA,US,statement of issues,
Chesapeake Bay Foundation v. EPA,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190917_docket-19-1173_motion-to-intervene-3.pdf
Chesapeake Bay Foundation v. EPA,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190917_docket-19-1173_motion-to-intervene.pdf
Chesapeake Bay Foundation v. EPA,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190917_docket-19-1173_motion-to-intervene-1.pdf
Chesapeake Bay Foundation v. EPA,US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190829_docket-19-1173_petition-for-review-1.pdf
"Alon Refining Krotz Springs, Inc. v. EPA",US,opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190830_docket-16-1052-et-al._opinion.pdf
Landman v. Scott,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190701_docket-119-cv-01367_complaint.pdf
Landman v. Scott,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190513_docket-119-cv-01367_complaint.pdf
Landman v. Scott,US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190830_docket-119-cv-01367_motion.pdf
WildEarth Guardians v. Bernhardt,US,notice of voluntary dismissal,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190815_docket-219-CV-7025_notice-of-voluntary-dismissal-1.pdf
WildEarth Guardians v. Bernhardt,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190813_docket-219-CV-7025_complaint-1.pdf
"Natural Resources Defense Council, Inc. v. National Highway Traffic Safety Administration",US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190812_docket-19-2508_petition-for-review.pdf
New York v. National Highway Traffic Safety Administration,US,opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200831_docket-19-2395_opinion.pdf
New York v. National Highway Traffic Safety Administration,US,amicus motion,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191125_docket-19-2395_amicus-motion-1.pdf
New York v. National Highway Traffic Safety Administration,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190910_docket-19-2395_order.pdf
New York v. National Highway Traffic Safety Administration,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190830_docket-19-2395_motion-to-intervene-1.pdf
New York v. National Highway Traffic Safety Administration,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190829_docket-19-2395_motion-to-intervene-1.pdf
New York v. National Highway Traffic Safety Administration,US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190802_docket-19-2395_petition-for-review-1.pdf
Public Watchdogs v. Southern California Edison Co.,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191203_docket-319-cv-01635_order.pdf
Public Watchdogs v. Southern California Edison Co.,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190924_docket-319-cv-01635_complaint-1.pdf
Public Watchdogs v. Southern California Edison Co.,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190829_docket-319-cv-01635_complaint.pdf
Public Watchdogs v. Southern California Edison Co.,US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190830_docket-319-cv-01635_motion.pdf
Center for Biological Diversity v. Haaland,US,notice,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20221014_docket-319-cv-05206_notice.pdf
Center for Biological Diversity v. Haaland,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20221116_docket-319-cv-05206_order.pdf
Center for Biological Diversity v. Haaland,US,notice,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20221014_docket-319-cv-05206_notice-1.pdf
Center for Biological Diversity v. Haaland,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20221116_docket-319-cv-05206_order-1.pdf
Center for Biological Diversity v. Haaland,US,reply,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220811_docket-319-cv-05206_reply-1.pdf
Center for Biological Diversity v. Haaland,US,reply,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220818_docket-319-cv-05206_reply.pdf
Center for Biological Diversity v. Haaland,US,opposition,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220804_docket-319-cv-05206_opposition.pdf
Center for Biological Diversity v. Haaland,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220817_docket-319-cv-05206_order.pdf
Center for Biological Diversity v. Haaland,US,opposition,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220811_docket-319-cv-05206_opposition.pdf
Center for Biological Diversity v. Haaland,US,response,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220811_docket-319-cv-05206_response.pdf
Center for Biological Diversity v. Haaland,US,response,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220804_docket-319-cv-05206_response.pdf
Center for Biological Diversity v. Haaland,US,notice of appeal,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220722_docket-319-cv-05206_notice-of-appeal-1.pdf
Center for Biological Diversity v. Haaland,US,notice of appeal,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220721_docket-319-cv-05206_notice-of-appeal.pdf
Center for Biological Diversity v. Haaland,US,opposition,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220725_docket-319-cv-05206_opposition-1.pdf
Center for Biological Diversity v. Haaland,US,notice of appeal,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220721_docket-319-cv-05206_notice-of-appeal-1.pdf
Center for Biological Diversity v. Haaland,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220705_docket-319-cv-05206_order-1.pdf
Center for Biological Diversity v. Haaland,US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220728_docket-319-cv-05206_motion-1.pdf
Center for Biological Diversity v. Haaland,US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220721_docket-319-cv-05206_motion.pdf
Center for Biological Diversity v. Haaland,US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220721_docket-319-cv-05206_motion-1.pdf
Center for Biological Diversity v. Haaland,US,brief,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220304_docket-319-cv-05206_brief.pdf
Center for Biological Diversity v. Haaland,US,brief,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220312_docket-319-cv-05206_brief-1.pdf
Center for Biological Diversity v. Haaland,US,brief,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220312_docket-319-cv-05206_brief-2.pdf
Center for Biological Diversity v. Haaland,US,brief,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220312_docket-319-cv-05206_brief-3.pdf
Center for Biological Diversity v. Haaland,US,brief,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220312_docket-319-cv-05206_brief-4.pdf
Center for Biological Diversity v. Haaland,US,response,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20211227_docket-319-cv-05206_response.pdf
Center for Biological Diversity v. Haaland,US,reply,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220103_docket-319-cv-05206_reply.pdf
Center for Biological Diversity v. Haaland,US,opposition,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20211227_docket-319-cv-05206_opposition.pdf
Center for Biological Diversity v. Haaland,US,opposition,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20211223_docket-319-cv-05206_opposition.pdf
Center for Biological Diversity v. Haaland,US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20211210_docket-319-cv-05206_motion.pdf
Center for Biological Diversity v. Haaland,US,response,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20211227_docket-319-cv-05206_response-1.pdf
Center for Biological Diversity v. Haaland,US,order,
Center for Biological Diversity v. Haaland,US,order,
Center for Biological Diversity v. Haaland,US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210813_docket-319-cv-05206_motion.pdf
Center for Biological Diversity v. Haaland,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210419_docket-319-cv-05206_order.pdf
Center for Biological Diversity v. Haaland,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210216_docket-319-cv-05206_order-1.pdf
Center for Biological Diversity v. Haaland,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200604_docket-319-cv-05206_complaint-1.pdf
Center for Biological Diversity v. Haaland,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200518_docket-319-cv-05206_order-2.pdf
Center for Biological Diversity v. Haaland,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200518_docket-319-cv-05206_order-3.pdf
Center for Biological Diversity v. Haaland,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200518_docket-319-cv-05206_order.pdf
Center for Biological Diversity v. Haaland,US,reply,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200124_docket-319-cv-05206_reply.pdf
Center for Biological Diversity v. Haaland,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200107_docket-319-cv-05206_motion-to-intervene-1.pdf
Center for Biological Diversity v. Haaland,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191217_docket-319-cv-05206_motion-to-intervene-1.pdf
Center for Biological Diversity v. Haaland,US,motion to dismiss,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191206_docket-319-cv-05206_motion-to-dismiss-1.pdf
Center for Biological Diversity v. Haaland,US,opposition,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191223_docket-319-cv-05206_opposition.pdf
Center for Biological Diversity v. Haaland,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191023_docket-319-cv-05206_complaint-1.pdf
Center for Biological Diversity v. Haaland,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190821_docket-319-cv-05206_complaint.pdf
Center for Biological Diversity v. Ross,US,settlement agreement,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200227_docket-119-cv-02526_settlement-agreement.pdf
Center for Biological Diversity v. Ross,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190821_docket-119-cv-02526_complaint-1.pdf
Spoon v. Bayou Bridge Pipeline LLC,US,motion for summary judgment,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220725_docket-319-cv-00516_motion-for-summary-judgment.pdf
Spoon v. Bayou Bridge Pipeline LLC,US,motion for summary judgment,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220317_docket-319-cv-00516_motion-for-summary-judgment-1.pdf
Spoon v. Bayou Bridge Pipeline LLC,US,status report,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210218_docket-319-cv-00516_status-report.pdf
Spoon v. Bayou Bridge Pipeline LLC,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190809_docket-319-cv-00516_complaint-1.pdf
Diné Citizens Against Ruining the Environment v. Haaland,US,settlement agreement,https://climatecasechart.com/wp-content/uploads/case-documents/2024/20240327_docket-119-cv-00703_settlement-agreement-1.pdf
Diné Citizens Against Ruining the Environment v. Haaland,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2024/20240401_docket-119-cv-00703_order-1.pdf
Diné Citizens Against Ruining the Environment v. Haaland,US,notice of appeal,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20211004_docket-119-cv-00703_notice-of-appeal.pdf
Diné Citizens Against Ruining the Environment v. Haaland,US,memorandum opinion and order,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210803_docket-119-cv-00703_memorandum-opinion-and-order-1.pdf
Diné Citizens Against Ruining the Environment v. Haaland,US,brief,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20201002_docket-119-cv-00703_brief.pdf
Diné Citizens Against Ruining the Environment v. Haaland,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200121_docket-119-cv-00703_order-1.pdf
Diné Citizens Against Ruining the Environment v. Haaland,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200204_docket-119-cv-00703_order-1.pdf
Diné Citizens Against Ruining the Environment v. Haaland,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200402_docket-119-cv-00703_order-1.pdf
Diné Citizens Against Ruining the Environment v. Haaland,US,status report,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200401_docket-119-cv-00703_status-report-1.pdf
Diné Citizens Against Ruining the Environment v. Haaland,US,response,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190920_docket-119-cv-00703_response-1.pdf
Diné Citizens Against Ruining the Environment v. Haaland,US,reply,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190904_docket-119-cv-00703_reply.pdf
Diné Citizens Against Ruining the Environment v. Haaland,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190828_docket-119-cv-00703_order.pdf
Diné Citizens Against Ruining the Environment v. Haaland,US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190801_docket-119-cv-00703_motion.pdf
Diné Citizens Against Ruining the Environment v. Haaland,US,response,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190814_docket-119-cv-00703_response.pdf
Diné Citizens Against Ruining the Environment v. Haaland,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190806_docket-119-cv-00703_motion-to-intervene.pdf
Diné Citizens Against Ruining the Environment v. Haaland,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190805_docket-119-cv-00703_motion-to-intervene.pdf
Diné Citizens Against Ruining the Environment v. Haaland,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190822_docket-119-cv-00703_motion-to-intervene.pdf
Diné Citizens Against Ruining the Environment v. Haaland,US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190801_docket-119-cv-00703_petition-for-review.pdf
Natural Resources Defense Council v. McCarthy,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190801_docket-419-cv-00055_complaint.pdf
United States Sugar Corp. v. Semonite,US,motion to dismiss,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20191021_docket-919-cv-81086_motion-to-dismiss.pdf
United States Sugar Corp. v. Semonite,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190801_docket-919-cv-81086_complaint-1.pdf
Energy Policy Advocates v. Ellison,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2020/20200716_docket-62-CV-19-5899_order.pdf
Energy Policy Advocates v. Ellison,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2019/20190814_docket-62-CV-19-5899_complaint.pdf
Rhode Island v. Shell Oil Products Co.,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220707_docket-19-1818_order.pdf
Rhode Island v. Shell Oil Products Co.,US,amicus brief,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220628_docket-19-1818_amicus-brief.pdf
Rhode Island v. Shell Oil Products Co.,US,petition for rehearing,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220621_docket-19-1818_petition-for-rehearing.pdf
Rhode Island v. Shell Oil Products Co.,US,letter,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220506_docket-19-1818_letter.pdf
Rhode Island v. Shell Oil Products Co.,US,opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220523_docket-19-1818_opinion.pdf
Rhode Island v. Shell Oil Products Co.,US,letter,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220519_docket-19-1818_letter.pdf
Rhode Island v. Shell Oil Products Co.,US,letter,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220426_docket-19-1818_letter.pdf
Rhode Island v. Shell Oil Products Co.,US,letter,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220415_docket-19-1818_letter.pdf
Rhode Island v. Shell Oil Products Co.,US,letter,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220422_docket-19-1818_letter.pdf
Rhode Island v. Shell Oil Products Co.,US,letter,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220215_docket-19-1818_letter.pdf
Rhode Island v. Shell Oil Products Co.,US,letter,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220222_docket-19-1818_letter.pdf
Rhode Island v. Shell Oil Products Co.,US,letter,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220113_docket-19-1818_letter.pdf
Rhode Island v. Shell Oil Products Co.,US,letter,https://climatecasechart.com/wp-content/uploads/case-documents/2022/20220120_docket-19-1818_letter.pdf
